Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
dentist phibsboro,31,31,590,72.93,1.19,https://www.3dental.ie/,0,0,0.00,0.04,82,"[82,67,82,67,54,29,67,82,100,100,100,100]",2021-01-07,"Local pack, Image pack, Site links, Reviews, Video"
dentist newry price list,31,31,90,70.16,0.00,https://www.3dental.ie/bonding/,0,0,0.00,0.53,39,"[25,25,100,25,25,25,75,25,25,25,25,100]",2021-01-10,"Local pack, Image pack, People also ask"
cheapest dental implants abroad,31,31,90,53.25,1.50,https://www.3dental.ie/blog/the-cost-of-dental-implants-in-ireland/,0,0,0.00,1,2120000,"[20,20,40,100,40,0,0,80,60,20,60,20]",2021-01-01,People also ask
smiles o connell,32,32,90,80.26,0.61,https://www.3dental.ie/about/meet-the-team/,0,0,0.00,0.14,20100000,"[13,28,6,6,44,44,66,13,9,100,34,22]",2021-01-12,"Knowledge panel, Image pack, Site links, Reviews, Video, AdWords top, FAQ"
three opening hours,32,32,170,85.01,0.00,https://www.3dental.ie/dublin/,0,0,0.00,0,1320000000,"[66,100,66,44,66,28,66,81,53,53,53,53]",2021-01-08,"Local pack, Site links, People also ask"
limerick clinic,32,32,590,77.51,0.88,https://www.3dental.ie/limerick/,0,0,0.00,0.03,3190000,"[82,55,82,82,55,24,30,44,82,82,100,82]",2021-01-01,"Knowledge panel, Site links, FAQ"
bus to naas from red cow,32,32,90,82.47,0.00,https://www.3dental.ie/dublin/,0,0,0.00,0,90,"[100,14,100,100,14,0,14,29,0,0,0,43]",2021-01-08,"Instant answer, Image pack, Reviews, FAQ"
castletroy dental clinic,32,32,110,75.14,0.00,https://www.3dental.ie/,0,0,0.00,0.01,71,"[41,53,100,82,53,41,65,65,53,65,100,100]",2021-01-04,"Local pack, Image pack, Reviews, Video"
periodontist dublin,32,32,170,63.89,0.50,https://www.3dental.ie/,0,0,0.00,0.18,100,"[67,43,67,81,52,43,81,100,100,81,81,81]",2020-12-23,"Local pack, Image pack, People also ask"
flexi fi partners,33,39,590,78.76,0.00,https://www.3dental.ie/flexifi/,0,0,0.00,0,10300000,"[67,55,67,67,55,55,67,67,67,100,82,100]",2021-01-17,"Site links, People also ask, FAQ"
dental implants abroad forum,33,33,90,64.02,0.00,https://www.3dental.ie/blog/the-cost-of-dental-implants-in-ireland/,0,0,0.00,0,2930000,"[0,100,11,11,11,0,0,0,78,11,0,0]",2020-12-22,"Image pack, Site links, People also ask"
what causes mouth ulcers,33,31,2400,88.06,0.41,https://www.3dental.ie/blog/all-about-mouth-sores-causes-treatments/,1,0,0.00,0.01,12500000,"[66,66,66,66,83,83,83,83,66,66,83,100]",2021-01-17,"Site links, Featured snippet, People also ask"
teeth whitening at home,33,33,590,83.34,0.64,https://www.3dental.ie/teeth-whitening/,0,0,0.00,1,66500000,"[26,39,32,59,100,88,59,59,48,39,39,39]",2021-01-14,"Site links, People also ask"
teeth scaling,33,33,110,66.87,0.17,https://www.3dental.ie/scale-and-polish/,0,0,0.00,0.79,635000000,"[82,53,65,65,53,41,53,82,100,65,82,82]",2020-12-23,"Site links, Featured snippet, People also ask"
emergency dentist letterkenny,33,33,110,71.63,2.43,https://www.3dental.ie/,0,0,0.00,0.03,78,"[50,100,50,64,50,100,64,64,64,100,100,100]",2021-01-12,"Local pack, Image pack, People also ask"
teeth filed for veneers,33,33,140,74.15,0.00,https://www.3dental.ie/veneers/,0,0,0.00,0.08,569000,"[10,10,36,18,100,13,13,13,54,67,44,44]",2021-01-02,"Image pack, Site links, People also ask"
teeth whitening mullingar,33,33,90,69.15,0.69,https://www.3dental.ie/,0,0,0.00,0.44,61,"[20,20,20,20,20,20,20,40,100,80,20,20]",2020-12-26,"Local pack, Image pack"
dental gap filling,33,33,90,44.76,0.00,https://www.3dental.ie/blog/7-things-you-need-to-know-about-composite-bonding/,0,0,0.00,0,8770000,"[20,20,100,20,20,20,80,20,20,0,40,0]",2020-12-31,Featured snippet
south dublin dental,34,34,210,71.57,0.93,https://www.3dental.ie/,0,0,0.00,0.1,5150000,"[66,66,81,81,66,22,66,100,100,81,81,81]",2021-01-11,"Knowledge panel, Image pack, Site links, Reviews, Video, AdWords bottom"
autogenous bone graft,34,34,90,64.04,0.00,https://www.3dental.ie/bone-grafts/,0,0,0.00,0,930000,"[29,14,14,57,14,14,14,14,43,14,100,14]",2020-12-26,"Site links, Featured snippet, People also ask"
flexi finance,34,29,2400,74.96,1.27,https://www.3dental.ie/flexifi/,0,0,0.00,0.09,11400000,"[81,100,81,67,53,81,100,81,67,53,44,44]",2021-01-17,"Knowledge panel, Site links, People also ask"
dentist letterkenny,34,33,720,73.15,0.98,https://www.3dental.ie/bonding/,0,0,0.00,0.01,67100,"[67,100,82,67,55,67,100,100,100,82,100,100]",2021-01-17,"Local pack, Image pack, Site links, Video, Video Carousel, People also ask"
teeth whitening reviews,34,34,90,84.16,0.43,https://www.3dental.ie/teeth-whitening/,0,0,0.00,0.69,31200000,"[8,4,4,27,19,4,8,100,4,4,4,81]",2020-12-26,"Image pack, Reviews, Video, Video Carousel, People also ask"
walk in clinic limerick,34,40,1300,70.84,0.91,https://www.3dental.ie/limerick/,0,0,0.00,0.04,679000,"[100,54,54,54,37,30,37,54,67,79,67,67]",2021-01-17,"Local pack, Reviews, FAQ"
hungarian dentist naas,35,35,110,66.43,1.44,https://www.3dental.ie/about/meet-the-team/,0,0,0.00,0.04,99,"[65,65,29,53,29,29,41,53,82,82,100,82]",2021-01-12,"Knowledge panel, Image pack, Reviews, FAQ"
dentist dublin 1,35,35,170,64.84,0.78,https://www.3dental.ie/,0,0,0.00,0.27,3550000,"[81,65,81,100,54,35,42,54,81,54,42,42]",2020-12-22,"Local pack, Site links, People also ask"
check up,35,35,140,76.71,0.00,https://www.3dental.ie/routine-checkups/,0,0,0.00,0,6170000000,"[79,64,100,100,100,79,100,79,100,100,100,79]",2020-12-23,"Knowledge panel, Video Carousel, People also ask"
my 3 ireland,35,41,1300,90.04,0.00,https://www.3dental.ie/,0,0,0.00,0,2870000000,"[53,84,53,84,100,100,68,84,68,53,84,84]",2021-01-17,"Reviews, Video Carousel"
are overlapping teeth bad,35,35,90,52.09,0.00,https://www.3dental.ie/blog/7-things-you-need-to-know-about-composite-bonding/,0,0,0.00,0,5790000,"[0,0,100,0,0,33,33,0,0,0,100,33]",2020-12-31,"Image pack, Featured snippet, People also ask"
prsi benefits,35,35,170,87.38,0.00,https://www.3dental.ie/blog/prsi-dental-entitlements-in-2020/,0,0,0.00,0,119000,"[44,100,66,53,44,53,53,44,44,34,53,66]",2021-01-15,"Site links, Featured snippet, People also ask"
dentist dublin 15,35,35,210,69.84,0.92,https://www.3dental.ie/,0,0,0.00,0.22,2350000,"[34,34,81,28,34,28,53,81,100,100,81,53]",2020-12-21,"Local pack, Site links"
dublin dental specialist clinic,35,35,90,68.2,0.75,https://www.3dental.ie/,0,0,0.00,0.04,1320000,"[100,14,14,14,14,57,14,14,29,29,14,14]",2021-01-04,Knowledge panel
paul dowling naas,35,35,140,66.19,1.71,https://www.3dental.ie/,0,0,0.00,0.01,99,"[35,42,100,54,15,4,35,100,65,54,65,65]",2020-12-24,"Knowledge panel, Image pack, Site links"
flexi finance ireland,36,49,110,77.92,1.07,https://www.3dental.ie/flexifi/,0,0,0.00,0.24,839000,"[52,100,43,24,33,52,81,67,52,52,43,33]",2021-01-17,"Knowledge panel, Site links, People also ask"
bridge place dental,36,36,260,79.88,0.43,https://www.3dental.ie/bridges/,0,0,0.00,0.08,37900000,"[29,35,67,54,23,15,35,67,67,29,81,100]",2020-12-25,"Knowledge panel, Site links, Reviews"
dentist lucan,36,41,1000,72.38,0.96,https://www.3dental.ie/,0,0,0.00,0.04,95,"[45,63,55,55,37,55,81,100,81,81,81,81]",2021-01-17,"Local pack, Image pack, Site links, Video, Video Carousel"
dental services,36,36,90,73.21,0.67,https://www.3dental.ie/,0,0,0.00,0.14,674000000,"[11,33,11,100,22,78,11,11,22,11,11,11]",2021-01-16,"Local pack, Site links, People also ask"
european dental clinic,36,36,90,62.18,0.00,https://www.3dental.ie/about/dentistry-abroad/,0,0,0.00,0.36,20700000,"[0,0,11,100,11,100,0,11,33,0,0,44]",2021-01-12,"Knowledge panel, Reviews, People also ask"
braces cork,36,36,140,59.59,1.57,https://www.3dental.ie/kids-braces/,0,0,0.00,0.91,4470000,"[67,52,81,67,43,43,67,100,67,100,81,100]",2020-12-31,"Local pack, Image pack, Site links, Video Carousel, People also ask"
can you eat crisps with braces,37,37,90,42.2,0.00,https://www.3dental.ie/blog/incognito-lingual-braces-explained/,0,0,0.00,0.02,11700000,"[33,44,78,11,22,11,56,100,11,33,11,11]",2020-12-28,"Image pack, Site links, Featured snippet, People also ask"
hse ie medical card,37,37,110,82.15,0.00,https://www.3dental.ie/blog/dental-treatments-covered-by-medical-card/,0,0,0.00,0,77,"[13,13,8,28,100,44,23,36,23,23,36,23]",2021-01-03,"Site links, People also ask"
dental entitlements for pensioners,37,37,90,79.69,0.00,https://www.3dental.ie/blog/prsi-dental-entitlements-in-2020/,0,0,0.00,0.14,2090000,"[40,100,20,60,100,40,20,20,80,20,20,20]",2021-01-01,People also ask
the dental studio,37,37,110,38.47,0.00,https://www.3dental.ie/,0,0,0.00,0.02,76000000,"[64,64,79,64,64,36,50,79,79,100,100,100]",2021-01-12,"Local pack, Site links, Reviews"
are teeth bones,37,37,210,64.53,0.00,https://www.3dental.ie/bone-grafts/,0,0,0.00,0,558000000,"[65,42,65,65,54,100,100,81,81,65,81,100]",2021-01-02,"Featured snippet, People also ask"
can t afford to get teeth fixed,37,37,90,71.6,0.00,https://www.3dental.ie/blog/the-cost-of-dental-implants-in-ireland/,0,0,0.00,0.21,12900000,"[0,0,100,11,0,0,0,11,0,11,11,78]",2020-12-31,"Site links, Featured snippet, People also ask"
brush your teeth,37,37,140,79.73,0.00,https://www.3dental.ie/blog/how-to-brush-your-teeth-correctly/,0,0,0.00,0,111000000,"[82,53,53,82,53,82,82,100,65,65,100,82]",2020-12-24,"Knowledge panel, Image pack, Video, Video Carousel, People also ask"
dental adhesive,37,0,90,72.12,0.70,https://www.3dental.ie/blog/what-is-dental-bonding-and-how-much-does-it-cost-/,0,0,0.00,1,23800000,"[14,100,14,14,14,43,14,14,43,14,14,14]",2021-01-17,"Image pack, Reviews, Video Carousel, People also ask"
dentist jobs ireland,38,38,260,78.81,0.53,https://www.3dental.ie/,0,0,0.00,0.22,5060000,"[23,19,29,29,19,19,67,100,81,100,67,81]",2020-12-22,Site links
broken wisdom tooth removal,38,38,90,61.83,0.00,https://www.3dental.ie/tooth-extractions/,0,0,0.00,0.07,4570000,"[14,14,14,14,14,0,14,14,14,0,14,100]",2021-01-10,"Image pack, Featured snippet, People also ask"
walk in doctor limerick,38,38,320,71.17,0.72,https://www.3dental.ie/limerick/,0,0,0.00,0.05,1670000,"[66,100,81,66,66,24,36,44,44,54,54,66]",2020-12-22,"Local pack, Reviews, Video, FAQ"
dentist ballyfermot,38,37,880,80.41,0.22,https://www.3dental.ie/,0,0,0.00,0.11,77,"[59,72,72,59,59,72,100,88,88,88,100,100]",2021-01-17,"Local pack, Image pack, Site links, Reviews, Video"
dentist open new year's eve,38,38,90,65.82,0.00,https://www.3dental.ie/,0,0,0.00,0,249000000,"[0,100,100,0,0,0,0,0,0,0,0,0]",2020-12-22,Local pack
dentist dublin 2,38,38,210,65.82,0.90,https://www.3dental.ie/,0,0,0.00,0.24,3300000,"[100,82,100,82,44,28,36,44,44,44,44,36]",2020-12-29,"Local pack, Image pack, Video"
three my3,38,38,110,82.59,0.00,https://www.3dental.ie/,0,0,0.00,0,67,"[79,36,64,64,64,100,100,79,79,100,100,100]",2021-01-04,"Reviews, Video Carousel"
composite,39,30,880,72.29,0.00,https://www.3dental.ie/blog/what-is-composite-bonding/,0,0,0.00,0,1040000000,"[55,68,68,68,77,77,68,55,55,68,77,100]",2021-01-17,"Knowledge panel, Site links, Featured snippet, Video Carousel, People also ask"
teeth cleaning before and after,39,39,110,55.86,0.00,https://www.3dental.ie/scale-and-polish/,0,0,0.00,0.01,102000000,"[50,64,100,79,50,36,64,79,100,100,100,64]",2021-01-11,"Image pack, Site links, People also ask"
clearbraces ie,39,39,390,84.93,1.94,https://www.3dental.ie/adult-braces/,0,0,0.00,0.56,78,"[9,4,53,100,7,5,6,9,7,7,25,7]",2020-12-25,"Knowledge panel, Image pack, Site links, Reviews, AdWords top, Video Carousel, People also ask"
walkinstown dental,39,39,480,75.1,1.31,https://www.3dental.ie/,0,0,0.00,0.03,81,"[54,66,66,66,29,66,100,100,100,100,100,100]",2021-01-16,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel"
best cosmetic dentist northern ireland,39,39,90,49.63,0.00,https://www.3dental.ie/blog/the-cost-of-dental-implants-in-ireland/,0,0,0.00,0.19,1090000,"[0,0,0,0,0,0,0,11,22,100,11,11]",2021-01-02,"Local pack, Site links, Video, People also ask"
aib naas opening hours,39,39,170,81.65,0.00,https://www.3dental.ie/dublin/,0,0,0.00,0,68,"[65,100,81,65,54,35,42,54,65,42,65,65]",2020-12-25,"Knowledge panel, Reviews"
clane dental options,40,40,110,76.43,1.75,https://www.3dental.ie/price-list/,0,0,0.00,0.02,86,"[43,24,67,43,33,24,43,67,100,67,100,100]",2020-12-26,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
lucan dental care,40,40,210,72.16,1.36,https://www.3dental.ie/,0,0,0.00,0.02,98,"[44,36,54,36,28,23,28,44,67,67,100,82]",2021-01-05,"Knowledge panel, Image pack, Site links, Reviews"
peter doyle dental,40,40,110,70.38,0.00,https://www.3dental.ie/about/why-choose-us/,0,0,0.00,0.01,4740000,"[43,33,43,33,43,33,43,52,100,100,81,100]",2020-12-27,"Knowledge panel, Image pack, Site links, Reviews, Video"
clara mcgurk,40,40,480,80.14,0.00,https://www.3dental.ie/about/meet-the-team/,0,0,0.00,0,390000,"[36,29,54,67,82,100,67,67,82,100,82,82]",2020-12-29,"Knowledge panel, Image pack, Video"
emergency dentist ennis,40,40,90,61.7,0.49,https://www.3dental.ie/,0,0,0.00,0.17,212000,"[1,100,2,1,5,16,19,2,1,16,1,16]",2021-01-10,"Local pack, Image pack, Reviews, People also ask, FAQ"
scr dental,40,40,390,71.36,0.22,https://www.3dental.ie/blog/corona-safety-procedures/,0,0,0.00,0.16,5710000,"[54,54,81,66,54,54,54,81,81,100,81,66]",2021-01-09,"Knowledge panel, Site links, Reviews, Video, AdWords top, FAQ"
best dentist in galway,41,41,110,71.81,0.79,https://www.3dental.ie/,0,0,0.00,0.16,1130000,"[53,41,53,53,41,18,24,65,82,82,100,100]",2021-01-03,"Local pack, Image pack, People also ask"
lucan orthodontics,41,41,170,71.58,1.55,https://www.3dental.ie/,0,0,0.00,0.11,76,"[54,35,81,54,65,42,54,100,100,65,81,65]",2021-01-10,"Knowledge panel, Image pack, Site links"
clenching teeth,41,41,140,78.14,0.61,https://www.3dental.ie/teeth-grinding/,0,0,0.00,0.36,118000000,"[53,53,65,65,65,82,82,82,100,82,53,100]",2020-12-26,"Site links, Featured snippet, People also ask"
braces lisp,42,42,90,47.2,0.00,https://www.3dental.ie/blog/incognito-lingual-braces-explained/,0,0,0.00,0,1420000,"[11,56,100,11,11,11,11,33,22,11,11,11]",2021-01-07,"Image pack, Site links, People also ask"
veneers turkey,42,42,880,56.68,1.21,https://www.3dental.ie/about/dentistry-abroad/,0,0,0.00,0.5,8460000,"[45,100,68,55,55,55,55,77,77,68,77,77]",2021-01-17,"Image pack, Site links, People also ask"
niall cronin dentist,42,42,140,81.13,1.09,https://www.3dental.ie/porcelain-veneers/,0,0,0.00,0.02,287000,"[15,81,100,35,42,35,42,42,54,65,65,65]",2021-01-03,"Knowledge panel, Image pack, Site links"
dentist castletroy,43,43,320,75.56,0.92,https://www.3dental.ie/limerick/,0,0,0.00,0.06,80,"[81,54,81,67,35,35,44,54,100,67,81,67]",2021-01-11,"Local pack, Image pack, Reviews, Video"
cornmarket dentist limerick opening hours,43,43,90,76.52,0.00,https://www.3dental.ie/limerick/,0,0,0.00,0.21,46,"[22,11,11,11,22,44,11,11,22,100,11,11]",2021-01-06,"Knowledge panel, Image pack, Site links, Reviews"
all on 4 dental implants cost poland,43,43,90,39.97,0.00,https://www.3dental.ie/blog/teeth-in-a-day-cost-ireland/,0,0,0.00,0.43,1510000,"[43,29,14,57,14,14,29,14,29,14,100,14]",2020-12-27,"Site links, AdWords bottom, People also ask"
red cow luas parking,43,43,260,86.09,0.00,https://www.3dental.ie/dublin/,0,0,0.00,0.01,89,"[100,81,100,36,2,3,15,36,29,36,19,19]",2021-01-17,"Local pack, Image pack, Reviews, Video, People also ask, FAQ"
tooth replacement,43,43,170,64.93,0.41,https://www.3dental.ie/implants/,0,0,0.00,0.98,1050000000,"[81,81,100,81,81,100,100,100,81,81,100,100]",2021-01-15,"Local pack, Image pack, People also ask"
medical card entitlements,43,43,260,76.01,0.00,https://www.3dental.ie/blog/dental-treatments-covered-by-medical-card/,0,0,0.00,0,2510000,"[82,44,100,67,44,36,54,82,82,67,82,82]",2020-12-30,"Site links, Featured snippet, People also ask"
flexi fi my account,43,43,90,80.89,0.32,https://www.3dental.ie/flexifi/,0,0,0.00,0.08,5920000,"[3,3,3,9,3,3,44,81,34,9,100,34]",2020-12-25,Site links
the old quarter,43,43,480,83.91,0.00,https://www.3dental.ie/limerick/,0,0,0.00,0.01,708000000,"[13,13,11,20,11,3,11,16,100,63,81,37]",2021-01-10,"Knowledge panel, Site links, Reviews"
failed root canal extraction,43,43,90,48.55,0.00,https://www.3dental.ie/blog/root-canal-treatment-dublin/,0,0,0.00,0,1030000,"[25,75,25,25,25,50,25,25,75,25,25,100]",2020-12-31,"Image pack, Featured snippet, People also ask"
geese teeth,44,44,260,81.51,0.00,https://www.3dental.ie/dublin/,0,0,0.00,0,29700000,"[82,54,82,100,67,100,82,82,67,67,44,54]",2021-01-14,"Image pack, Site links, Video, People also ask"
red cow hotel phone number,44,44,140,81.31,0.37,https://www.3dental.ie/dublin/,0,0,0.00,0.08,58400000,"[100,81,81,65,42,8,8,42,65,42,54,54]",2020-12-23,"Knowledge panel, Image pack, Site links, Reviews, People also ask, FAQ"
emergency dentist kildare,44,44,260,70.02,1.78,https://www.3dental.ie/,0,0,0.00,0.14,533000,"[35,67,35,44,54,100,81,44,44,67,44,67]",2020-12-26,"Local pack, Site links, Reviews, Video, People also ask"
smiles o connell street,44,44,590,79.82,0.75,https://www.3dental.ie/,0,0,0.00,0.12,1950000,"[82,82,67,67,55,24,36,100,82,44,82,67]",2021-01-01,"Knowledge panel, Image pack, Site links, Reviews, FAQ"
hse orthodontist dublin,44,44,90,82.61,1.83,https://www.3dental.ie/blog/dental-treatments-covered-by-medical-card/,0,0,0.00,0.34,86,"[22,44,11,100,33,11,11,11,56,78,22,11]",2021-01-03,"Local pack, Image pack, Reviews, People also ask"
do you have to get your wisdom teeth taken out,44,44,90,79.61,0.00,https://www.3dental.ie/blog/wisdom-tooth-extraction-what-to-know/,0,0,0.00,0,28700000,"[100,25,0,25,25,25,0,25,25,50,0,0]",2020-12-27,"Featured snippet, People also ask"
train track braces,44,44,390,55.56,1.31,https://www.3dental.ie/adult-braces/,0,0,0.00,0.12,28100000,"[81,44,100,81,44,23,35,81,100,81,100,100]",2021-01-05,"Image pack, People also ask"
dental care,45,45,170,70.21,1.00,https://www.3dental.ie/,0,0,0.00,0.11,614000000,"[54,65,65,65,65,65,65,65,65,81,81,100]",2021-01-15,"Local pack, Site links, People also ask"
how to remove stains from teeth,45,45,90,60.45,0.74,https://www.3dental.ie/blog/what-stains-teeth/,0,0,0.00,1,5490000,"[24,24,33,33,43,100,81,52,52,52,33,43]",2021-01-11,"Site links, Featured snippet, People also ask"
gum disease treatment,45,45,320,79.34,0.71,https://www.3dental.ie/gum-treatments/,0,0,0.00,0.92,70800000,"[100,81,81,81,100,81,100,100,81,81,100,100]",2020-12-22,"Image pack, Site links, People also ask"
dentist cootehill,45,45,110,75.96,0.00,https://www.3dental.ie/about/meet-the-team/,0,0,0.00,0.01,79,"[53,53,82,65,41,29,53,65,100,82,82,82]",2020-12-27,"Knowledge panel, Image pack, Site links, Reviews"
three store limerick,45,45,140,86.45,0.00,https://www.3dental.ie/,0,0,0.00,0,17300000,"[81,81,52,52,67,19,67,100,81,52,43,52]",2020-12-31,"Local pack, Site links"
how to stop grinding teeth at night,45,45,110,73.85,0.57,https://www.3dental.ie/blog/how-to-stop-teeth-grinding-top-tips/,0,0,0.00,1,8310000,"[24,43,43,33,43,67,100,43,43,67,52,33]",2021-01-03,"Site links, Featured snippet, People also ask"
dame street dental,45,45,1000,82.3,1.98,https://www.3dental.ie/,0,0,0.00,0.01,3760000,"[45,45,45,55,63,81,81,81,81,81,100,81]",2021-01-17,"Knowledge panel, Image pack, Site links, Reviews"
noonan dentist limerick,45,45,260,74.3,0.64,https://www.3dental.ie/price-list/,0,0,0.00,0.03,97,"[66,81,81,53,66,100,100,100,81,81,81,66]",2021-01-09,"Knowledge panel, Image pack, Site links, Reviews"
before and after braces pictures adults,45,45,90,40.37,0.00,https://www.3dental.ie/adult-braces/,0,0,0.00,0,10800000,"[0,0,0,67,0,0,100,0,0,0,0,0]",2021-01-14,"Image pack, People also ask"
dentist kildare town,45,45,320,70.35,2.22,https://www.3dental.ie/,0,0,0.00,0.02,566000,"[67,54,82,67,54,44,54,100,100,100,82,82]",2020-12-26,"Local pack, Image pack, Site links"
new smile dental clinic,46,46,90,72.48,1.84,https://www.3dental.ie/smile-in-a-day/,0,0,0.00,0.05,60100000,"[14,43,43,14,14,71,14,14,14,100,100,14]",2021-01-14,"Knowledge panel, Site links"
after having your wisdom teeth removed,46,46,90,75.39,0.00,https://www.3dental.ie/blog/wisdom-tooth-extraction-what-to-know/,0,0,0.00,0,62300000,"[0,0,0,0,100,0,0,0,0,0,0,0]",2021-01-01,"Image pack, Site links, Featured snippet, People also ask"
smiles dental o connell street,46,46,480,78.72,0.66,https://www.3dental.ie/blog/our-limerick-dental-clinic/,0,0,0.00,0.14,1730000,"[100,100,100,100,81,44,81,100,100,54,100,81]",2021-01-01,"Knowledge panel, Site links, Reviews, AdWords top, FAQ"
flexi fi repayment calculator,46,46,140,80.12,0.16,https://www.3dental.ie/flexifi/,0,0,0.00,0.05,64,"[100,54,65,54,54,35,42,42,65,54,35,27]",2021-01-02,"Image pack, Site links, People also ask, FAQ"
